repo,baseline,state,query_id,query_type,eligible,n_relevant,stale_rank,fresh_rank,recall1_stale,recall3_stale,recall5_stale,recall10_stale,mrr_stale,recall1_fresh,recall3_fresh,recall5_fresh,recall10_fresh,mrr_fresh
PostSpark 3,A,fd26cb58f,q-019,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fd26cb58f,q-026,editor-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fd26cb58f,q-027,editor-modified,1,1,-1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,fd26cb58f,q-028,editor-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fd26cb58f,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-032,client-central,1,1,10,39,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.025641
PostSpark 3,A,fd26cb58f,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-035,config-central,1,1,88,194,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.005155
PostSpark 3,A,fd26cb58f,q-036,infra-central,1,1,13,24,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.041667
PostSpark 3,A,fd26cb58f,q-037,api-central,1,1,3,3,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,fd26cb58f,q-038,feature-stable,1,1,5,1,0.0,0.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-040,feature-stable,1,3,3,7,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.142857
PostSpark 3,A,fd26cb58f,q-044,editor-deleted,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,fd26cb58f,q-045,ui-deleted,1,1,6,3,0.0,0.0,0.0,1.0,0.166667,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,fd26cb58f,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,ec3dbfd29,q-001,auth-modified,1,2,60,36,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.027778
PostSpark 3,A,ec3dbfd29,q-002,auth-central,1,3,3,3,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.333333,0.666667,0.666667,0.333333
PostSpark 3,A,ec3dbfd29,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-007,db-config,1,1,6,5,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,ec3dbfd29,q-008,db-central,1,1,39,23,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.043478
PostSpark 3,A,ec3dbfd29,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-010,ai-central,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-011,ai-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,ec3dbfd29,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,ec3dbfd29,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-014,ai-stable,1,2,1,8,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.125
PostSpark 3,A,ec3dbfd29,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,ec3dbfd29,q-016,feature-added,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,ec3dbfd29,q-017,feature-added,1,2,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
PostSpark 3,A,ec3dbfd29,q-018,ai-added,1,2,-1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
PostSpark 3,A,ec3dbfd29,q-019,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,ec3dbfd29,q-020,ai-added-late,1,1,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.111111
PostSpark 3,A,ec3dbfd29,q-023,ai-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,ec3dbfd29,q-024,ai-added,1,1,-1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02381
PostSpark 3,A,ec3dbfd29,q-025,editor-modified,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,ec3dbfd29,q-026,editor-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,ec3dbfd29,q-027,editor-modified,1,1,-1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478
PostSpark 3,A,ec3dbfd29,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-029,editor-modified,1,2,1,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-032,client-central,1,1,10,26,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.038462
PostSpark 3,A,ec3dbfd29,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-034,feature-added,1,2,-1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,A,ec3dbfd29,q-035,config-central,1,1,88,201,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.004975
PostSpark 3,A,ec3dbfd29,q-036,infra-central,1,1,13,25,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.04
PostSpark 3,A,ec3dbfd29,q-037,api-central,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,ec3dbfd29,q-038,feature-stable,1,1,5,1,0.0,0.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-040,feature-stable,1,3,3,7,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.142857
PostSpark 3,A,ec3dbfd29,q-044,editor-deleted,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,ec3dbfd29,q-045,ui-deleted,1,1,6,3,0.0,0.0,0.0,1.0,0.166667,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,ec3dbfd29,q-046,view-added,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-001,auth-modified,1,2,60,45,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.022222
PostSpark 3,A,374597feb,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,374597feb,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,374597feb,q-008,db-central,1,1,39,28,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,A,374597feb,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,374597feb,q-011,ai-added,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,374597feb,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,374597feb,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-014,ai-stable,1,2,1,16,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,A,374597feb,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,374597feb,q-016,feature-added,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,374597feb,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,374597feb,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,374597feb,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,374597feb,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,374597feb,q-024,ai-added,1,1,-1,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019231
PostSpark 3,A,374597feb,q-025,editor-modified,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,374597feb,q-026,editor-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-027,editor-modified,1,1,-1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
PostSpark 3,A,374597feb,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-032,client-central,1,1,10,19,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,A,374597feb,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-034,feature-added,1,2,-1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
PostSpark 3,A,374597feb,q-035,config-central,1,1,88,108,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,A,374597feb,q-036,infra-central,1,1,13,48,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.020833
PostSpark 3,A,374597feb,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,374597feb,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,374597feb,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-040,feature-stable,1,3,3,7,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.333333,0.142857
PostSpark 3,A,374597feb,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,374597feb,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-044,editor-deleted,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,374597feb,q-046,view-added,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-001,auth-modified,1,2,60,44,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.022727
PostSpark 3,A,afd9e04a9,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,afd9e04a9,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,afd9e04a9,q-008,db-central,1,1,39,28,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,A,afd9e04a9,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,afd9e04a9,q-011,ai-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,afd9e04a9,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,afd9e04a9,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-014,ai-stable,1,2,1,15,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,A,afd9e04a9,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,afd9e04a9,q-016,feature-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,afd9e04a9,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,afd9e04a9,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,afd9e04a9,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,afd9e04a9,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,afd9e04a9,q-024,ai-added,1,1,-1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PostSpark 3,A,afd9e04a9,q-025,editor-modified,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,afd9e04a9,q-026,editor-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,afd9e04a9,q-027,editor-modified,1,2,-1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010204
PostSpark 3,A,afd9e04a9,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-032,client-central,1,1,10,17,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,afd9e04a9,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-034,feature-added,1,2,-1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,A,afd9e04a9,q-035,config-central,1,1,88,107,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009346
PostSpark 3,A,afd9e04a9,q-036,infra-central,1,1,13,47,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.021277
PostSpark 3,A,afd9e04a9,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,afd9e04a9,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,afd9e04a9,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-040,feature-stable,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.333333,0.166667
PostSpark 3,A,afd9e04a9,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,afd9e04a9,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,afd9e04a9,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,458bf5862,q-001,auth-modified,1,2,60,44,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.022727
PostSpark 3,A,458bf5862,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,458bf5862,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,458bf5862,q-008,db-central,1,1,39,28,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,A,458bf5862,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,458bf5862,q-011,ai-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,458bf5862,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,458bf5862,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-014,ai-stable,1,2,1,15,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,A,458bf5862,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,458bf5862,q-016,feature-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,458bf5862,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,458bf5862,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,458bf5862,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,458bf5862,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,458bf5862,q-024,ai-added,1,1,-1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PostSpark 3,A,458bf5862,q-025,editor-modified,1,2,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2
PostSpark 3,A,458bf5862,q-026,editor-added,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,458bf5862,q-027,editor-modified,1,2,-1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010204
PostSpark 3,A,458bf5862,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-031,editor-added-late,1,2,-1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029412
PostSpark 3,A,458bf5862,q-032,client-central,1,1,10,18,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,458bf5862,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-034,feature-added,1,2,-1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,A,458bf5862,q-035,config-central,1,1,88,108,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,A,458bf5862,q-036,infra-central,1,1,13,47,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.021277
PostSpark 3,A,458bf5862,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,458bf5862,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,458bf5862,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-040,feature-stable,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,458bf5862,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,458bf5862,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,458bf5862,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-001,auth-modified,1,2,60,43,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.023256
PostSpark 3,A,fbe27e0bf,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,fbe27e0bf,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
